env,side,map,mode_n_type,round_dur_s,name,created_x0,created_z0,trigger_x1,trigger_z1,round_time_s
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-3.5516,37.7824,4.9546,39.6335,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_flash_detector,-37.5351,48.7124,-32.2718,23.5794,60
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke,-13.645,16.095,-0.4997,-14.8003,0
rushb-master,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/training,127,vt_grenade_flash_detector,4.7685,34.883,6.9315,34.7792,13
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash_detector,3.3947,34.9514,37.3401,12.5307,47
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash_detector,28.1003,18.0846,29.9499,29.3871,43
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_smoke,-46.7644,24.0153,-48.9015,-15.9394,32
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,73,vt_grenade_teleporter_device,29.3238,27.554,34.8202,-7.3167,30
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke,-17.0379,18.0621,-5.4189,7.5598,38
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_flash,27.5962,22.8311,38.9646,8.5356,78
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,3.7923,35.4269,36.829,12.5514,43
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke,-42.2242,26.7178,-49.3722,17.1799,30
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-23.1048,20.2879,-11.1619,12.9359,74
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-9.726,30.1193,-3.2267,9.4953,70
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-34.9228,30.3417,-50.1647,16.1183,34
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,73,vt_grenade_smoke_2,-11.0467,-20.8982,0.6699,15.3636,32
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke,32.1892,16.4317,21.5765,29.2788,58
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_teleporter_device,-39.8302,23.845,-32.8081,30.376,56
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-23.0969,22.4083,-2.1648,6.6669,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,85,vt_grenade_flash_detector,-9.3151,10.3444,2.1711,-24.7611,36
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke_2,26.9081,-3.0794,36.6568,14.5289,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_smoke_2,-4.1433,4.1422,-7.619,35.5089,68
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,6.0266,44.345,6.2745,25.7845,65
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_robotron,4.8878,30.7217,18.1644,24.9419,45
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_teleporter_device,-57.5001,-5.6467,-59.707,-21.6581,99
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,121,vt_grenade_teleporter_device,5.02,47.3834,35.9661,43.7363,23
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-40.3214,41.4494,-36.221,23.6682,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,60,vt_grenade_teleporter_device,0.2099,-21.5212,-21.9951,23.2779,34
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_smoke,-17.7865,15.8833,-6.4238,2.9394,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-6.7773,-10.7679,4.9966,19.6902,0
rushb-test,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_robotron,-3.3705,46.3355,-18.8802,47.8806,102
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,30.8461,11.6986,31.8197,26.6357,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_flash_detector,30.9186,-2.799,30.955,28.5468,42
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_smoke_2,-19.3125,16.7943,-9.381,12.9716,43
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_smoke_2,11.7951,42.5358,33.6087,21.1315,46
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_teleporter_device,30.3604,-0.2008,30.6126,1.959,31
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_smoke,-20.3058,18.3405,1.8488,-2.4414,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_teleporter_device,-53.5874,-32.6333,-65.9947,-5.7717,21
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,93,vt_grenade_smoke_2,-45.9478,24.6123,-48.8375,-7.6874,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_smoke_2,4.5136,42.5572,33.6087,21.1315,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_flash_detector,-7.5524,-2.5265,3.9969,16.5351,50
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-34.9023,32.0171,-50.1647,16.1183,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,73,vt_grenade_smoke_2,-43.6811,22.518,-45.6221,13.2432,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke_2,-11.7039,14.5639,-2.5818,-28.6753,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,129,vt_grenade_flash_detector,5.158,-24.7195,-14.8275,4.655,44
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,93,vt_grenade_smoke_2,-39.4768,42.2273,-22.4388,17.886,0
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,65,vt_grenade_smoke_2,14.094,-26.8829,-8.1878,-62.3111,47
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_smoke,28.073,20.6968,15.6727,40.2522,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_teleporter_device,-11.7618,-21.9905,-1.4988,13.1872,54
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,121,vt_grenade_smoke_2,-50.1927,12.3244,-41.0259,28.9629,48
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_robotron,-45.5641,23.2853,-53.963,-0.3262,41
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,114,vt_grenade_smoke_2,-18.8778,56.8131,-10.6884,51.7415,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_smoke,10.5583,29.7863,39.891,11.0439,57
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_molotov,-27.2854,32.3343,-48.5258,17.1855,46
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,85,vt_grenade_smoke,-11.7901,17.7237,1.8187,-23.2097,42
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_flash,7.9812,17.2697,-10.3749,-0.0225,39
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke_2,-13.1811,18.096,-1.537,-3.1291,32
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,98,vt_grenade_teleporter_device,-49.6874,-29.6187,-55.9222,-14.1904,19
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,120,vt_grenade_smoke,-49.0388,21.3062,-19.4083,37.6587,53
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_smoke,24.1895,24.4233,34.4591,16.8158,34
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke,29.1817,18.021,21.5765,29.2788,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_flash_detector,1.579,-16.2888,-13.2609,18.3742,49
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_molotov,29.9608,40.555,29.0702,17.3018,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,65,vt_grenade_smoke,-23.4332,22.5451,-47.7781,22.3836,44
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,109,vt_grenade_teleporter_device,-8.5812,-58.6614,8.9938,-38.5378,17
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,52,vt_grenade_teleporter_device,-11.6925,45.3368,-13.2092,25.082,24
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,65,vt_grenade_flash,-50.0472,5.963,-44.7511,21.0539,40
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,120,vt_grenade_smoke_2,-22.2623,17.8289,-41.7991,24.1359,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,152,vt_grenade_smoke_2,-10.9346,-52.7259,-4.1563,-44.8455,15
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_flash_detector,-9.5994,-6.3062,-6.2239,21.1964,70
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_flash_detector,-11.9487,38.459,-9.9797,6.1065,12
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,65,vt_grenade_teleporter_device,-47.6476,19.9316,-25.6453,39.1448,46
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,85,vt_grenade_smoke_2,12.4393,41.7188,6.2745,25.7845,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_flash_detector,-43.5584,24.3816,-23.5797,24.3897,62
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_smoke,-23.6546,-24.549,-4.1075,14.8488,30
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_teleporter_device,2.2137,-23.5998,-19.7535,18.871,31
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-45.8215,21.3989,-48.1392,6.1516,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,136,vt_grenade_smoke,-49.5647,-5.5319,-47.0801,25.9629,42
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,65,vt_grenade_teleporter_device,29.4619,28.2391,34.3154,-7.8215,30
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_flash_detector,34.1553,12.1845,19.7851,36.6139,59
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_flash_detector,23.5663,25.6243,36.9169,11.5736,35
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke,-40.8449,26.7198,-49.3722,17.1799,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,114,vt_grenade_smoke,-43.0926,9.2784,-43.1149,13.6474,1
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_flash,-50.6293,13.9792,-31.7581,42.5675,44
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_teleporter_device,-61.3483,34.3083,-49.99,14.693,116
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,121,vt_grenade_flash,-57.8488,25.7489,-39.0848,9.5724,40
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_smoke_2,-18.0932,18.1014,-1.5369,-1.1171,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,121,vt_grenade_smoke_2,-54.8412,6.9706,-34.2673,28.5084,43
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,170,vt_grenade_teleporter_device,-15.8159,55.2452,-10.798,23.7417,162
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke,-6.4253,-10.9501,-12.116,16.5948,0
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_flash_detector,-9.1047,11.8755,-15.6102,55.4393,63
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,121,vt_grenade_flash,-58.7261,-5.1918,-42.143,28.7007,35
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,129,vt_grenade_robotron,12.6345,7.4718,-15.5487,-4.7136,64
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_flash_detector,28.2396,17.687,0.2025,12.6292,62
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,65,vt_grenade_smoke_2,-37.2562,35.8168,-42.5952,26.2941,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-43.0291,25.7896,-48.1392,6.1516,30
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,120,vt_grenade_teleporter_device,29.345,27.7047,35.2586,-6.8783,31
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,120,vt_grenade_flash_detector,-8.6761,14.0006,-39.4305,28.9294,64
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_flash_detector,12.9326,11.5553,0.4486,8.1981,58
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,10.089,11.7881,35.6265,21.9419,46
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-33.0365,36.8184,-50.963,19.1862,0
rushb-master,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,54,vt_grenade_teleporter_device,-8.1895,21.9599,-16.5314,-14.9927,28
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_flash_detector,26.5032,30.3056,0.977,33.3106,66
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_smoke,-50.7137,22.7038,-21.3638,25.5952,51
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_flash_detector,-16.154,10.6708,1.9306,-17.8479,42
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_smoke,-50.5345,22.1744,-19.9835,38.1546,53
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_smoke,35.7716,17.4961,22.4242,24.3333,38
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_smoke_2,-13.0277,-22.8663,-2.5004,11.8628,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_molotov,-49.1465,31.2102,-48.6278,21.6755,81
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,129,vt_grenade_flash_detector,-18.3225,11.1372,1.5677,-17.5407,38
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,129,vt_grenade_smoke_2,38.5716,11.6207,20.4995,36.4178,80
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,136,vt_grenade_flash_detector,15.2144,39.8199,36.5833,10.8116,55
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_flash_detector,-0.6991,-11.5358,-14.108,18.3581,39
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_flash_detector,-12.6216,13.3089,3.227,-28.2479,41
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,88,vt_grenade_flash_detector,-31.4104,38.6109,-15.0362,15.8444,45
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,127,vt_grenade_smoke_2,-21.3073,24.0285,-11.1619,12.9359,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_teleporter_device,-30.8835,51.5619,-3.4534,47.6476,29
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_flash_detector,34.2363,10.5499,24.8925,34.6184,53
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_smoke_2,34.475,2.0466,32.9888,27.0111,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_smoke_2,-9.0526,15.7811,1.5448,10.1461,66
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_smoke,-12.0468,21.5846,-0.3525,-14.8299,42
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,93,vt_grenade_smoke_2,-46.589,24.629,-48.8375,-7.6874,32
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_flash_detector,-1.3045,12.9582,-9.3804,-16.5611,44
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,106,vt_grenade_robotron,37.8873,-2.6423,36.5543,6.2489,34
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_smoke_2,15.849,26.1387,36.829,12.5514,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_smoke_2,-12.5059,17.5087,-1.5369,-1.1171,53
rushb-master,1,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,127,vt_grenade_flash_detector,-9.0965,-26.5701,-6.3833,-37.8119,112
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_smoke_2,9.8942,10.8765,36.6423,24.0261,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_flash,-50.0354,37.1889,-44.2971,19.2451,40
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,121,vt_grenade_smoke_2,-50.3977,5.4151,-38.7314,23.8378,58
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,125,vt_grenade_flash_detector,2.7366,13.7905,-4.1703,-16.2355,38
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-10.4539,-16.621,-5.898,20.1523,33
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,116,vt_grenade_flash,29.6064,-12.7607,36.3895,20.0341,34
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,74,vt_grenade_teleporter_device,27.1805,-9.5688,30.3,2.2692,30
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_smoke_2,-12.6857,-8.4438,-6.1131,20.1982,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,83,vt_grenade_smoke_2,-25.847,-9.3547,-13.2889,-8.168,46
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,99,vt_grenade_flash_detector,2.8152,16.6808,-8.9056,-6.9648,57
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,93,vt_grenade_smoke_2,-26.169,32.7567,-49.6153,18.3279,68
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_teleporter_device,-9.3089,21.8431,-14.3915,-14.9377,33
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_smoke_2,-46.5971,25.6951,-21.2544,22.8265,54
rushb-master,0,/battle/levels/24_shift/24_shift.level,bomb_5x5_economy/rating,127,vt_grenade_smoke,3.3343,-47.3889,-6.2101,-37.1195,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-30.8046,34.5287,-50.963,19.1862,43
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,107,vt_grenade_flash,12.6098,27.5627,43.1556,13.2348,45
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,83,vt_grenade_flash_detector,-29.4594,26.5575,-48.2561,18.8509,62
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,79,vt_grenade_smoke,20.7344,22.7422,34.4591,16.8158,0
rushb-playtest,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,148,vt_grenade_teleporter_device,-24.5767,-9.577,8.6392,6.9253,34
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,152,vt_grenade_smoke_2,-10.9185,-52.7496,-4.1563,-44.8455,0
rushb-playtest,1,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,81,vt_grenade_flash_detector,-8.1558,10.2165,-0.8962,-24.8189,32
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,91,vt_grenade_teleporter_device,-6.5496,31.4012,-9.1798,-18.5294,34
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_smoke_2,33.8838,-1.8029,32.9888,27.0111,32
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,121,vt_grenade_smoke,-47.1175,13.8554,-40.2075,28.9629,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,74,vt_grenade_smoke_2,6.4637,13.3411,17.0327,13.1511,0
rushb-test,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_teleporter_device,9.8553,-42.0293,35.967,-29.2269,31
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_molotov,-46.5007,8.1352,-43.7325,18.7975,0
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,70,vt_grenade_flash,4.9175,34.1091,1.5215,30.5801,50
rushb-master,0,/battle/levels/23_reviera/23_reviera.level,bomb_5x5_economy/training,127,vt_grenade_flash,-9.9464,-46.8439,-12.8721,-45.4039,17
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,117,vt_grenade_smoke_2,-9.409,-8.7297,-5.898,20.1523,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,73,vt_grenade_smoke_2,-3.4238,-21.7156,0.6699,15.3636,0
rushb-playtest,0,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,92,vt_grenade_teleporter_device,2.1736,-25.6497,-11.14,18.396,32
rushb-playtest,1,/battle/levels/10_trench/dev_levels/10_de_trench_03.level,bomb_5x5_economy/training,121,vt_grenade_flash_detector,-22.1591,24.0917,-48.1208,21.3229,58
